2022-11-14 11:26:15,599 DEBUG   SenderThread:9411 [sender.py:send_request():317] send_request: poll_exit
2022-11-14 11:26:15,600 DEBUG   SenderThread:9411 [sender.py:send_request():317] send_request: poll_exit
2022-11-14 11:26:15,601 DEBUG   HandlerThread:9411 [handler.py:handle_request():139] handle_request: server_info
2022-11-14 11:26:15,601 DEBUG   HandlerThread:9411 [handler.py:handle_request():139] handle_request: get_summary
2022-11-14 11:26:15,601 DEBUG   HandlerThread:9411 [handler.py:handle_request():139] handle_request: sampled_history
2022-11-14 11:26:15,601 DEBUG   SenderThread:9411 [sender.py:send_request():317] send_request: server_info
2022-11-14 11:26:15,602 INFO    MainThread:9411 [wandb_run.py:_footer_history_summary_info():3377] rendering history
2022-11-14 11:26:15,602 INFO    MainThread:9411 [wandb_run.py:_footer_history_summary_info():3409] rendering summary
2022-11-14 11:26:15,603 DEBUG   HandlerThread:9411 [handler.py:handle_request():139] handle_request: shutdown
2022-11-14 11:26:15,603 INFO    HandlerThread:9411 [handler.py:finish():814] shutting down handler
2022-11-14 11:26:16,598 INFO    WriterThread:9411 [datastore.py:close():279] close: /Users/annebeau-reder/Desktop/Django/wandb/offline-run-20221114_112615-2438ko0n/run-2438ko0n.wandb
2022-11-14 11:26:16,604 INFO    SenderThread:9411 [sender.py:finish():1331] shutting down sender
2022-11-14 11:26:17,550 INFO    MainThread:9411 [internal.py:handle_exit():78] Internal process exited
